,url,day,month,year
394,https://devblog.dymel.pl/feed/,18.0,3.0,2016.0
395,https://devblog.dymel.pl/feed/,15.0,3.0,2016.0
396,https://devblog.dymel.pl/feed/,10.0,3.0,2016.0
397,https://devblog.dymel.pl/feed/,7.0,3.0,2016.0
398,https://devblog.dymel.pl/feed/,27.0,2.0,2016.0
399,http://koscielniak.me/post/index.xml,24.0,3.0,2016.0
400,http://koscielniak.me/post/index.xml,21.0,3.0,2016.0
401,http://koscielniak.me/post/index.xml,18.0,3.0,2016.0
402,http://koscielniak.me/post/index.xml,16.0,3.0,2016.0
403,http://koscielniak.me/post/index.xml,14.0,3.0,2016.0
404,http://koscielniak.me/post/index.xml,9.0,3.0,2016.0
405,http://koscielniak.me/post/index.xml,8.0,3.0,2016.0
406,http://koscielniak.me/post/index.xml,2.0,3.0,2016.0
407,http://koscielniak.me/post/index.xml,1.0,3.0,2016.0
408,http://koscielniak.me/post/index.xml,14.0,2.0,2016.0
